X,Y,Z,label,scanID
183,255,5,0,002
187,255,5,0,002
273,278,5,0,002
309,281,5,0,002
171,285,5,0,002
234,286,5,0,002
118,287,5,0,002
206,303,5,0,002
357,303,5,0,002
260,308,5,0,002
302,312,5,0,002
83,323,5,0,002
146,331,5,0,002
342,341,5,0,002
261,347,5,0,002
180,373,5,0,002
245,378,5,0,002
153,403,5,0,002
260,405,5,0,002
202,413,5,0,002
225,33,6,0,002
202,57,6,0,002
245,59,6,0,002
159,77,6,0,002
219,78,6,0,002
229,79,6,0,002
287,82,6,0,002
302,87,6,0,002
273,89,6,0,002
145,90,6,0,002
169,92,6,0,002
322,113,6,0,002
123,128,6,0,002
316,133,6,0,002
173,148,6,0,002
175,148,6,0,002
173,149,6,0,002
176,149,6,0,002
172,150,6,0,002
176,150,6,0,002
172,151,6,0,002
176,151,6,0,002
172,152,6,0,002
176,152,6,0,002
173,153,6,0,002
175,153,6,0,002
121,158,6,0,002
123,158,6,0,002
120,159,6,0,002
125,159,6,0,002
120,161,6,0,002
125,161,6,0,002
120,162,6,0,002
121,163,6,0,002
122,163,6,0,002
123,163,6,0,002
125,163,6,0,002
141,178,6,0,002
92,186,6,0,002
273,188,6,0,002
301,193,6,0,002
350,194,6,0,002
150,212,6,0,002
313,217,6,0,002
224,232,6,0,002
360,235,6,0,002
157,237,6,0,002
117,241,6,0,002
80,245,6,0,002
186,253,6,0,002
260,253,6,0,002
262,253,6,0,002
263,253,6,0,002
265,253,6,0,002
267,253,6,0,002
270,253,6,0,002
259,254,6,0,002
182,255,6,0,002
187,255,6,0,002
257,255,6,0,002
183,256,6,0,002
188,256,6,0,002
184,257,6,0,002
262,257,6,0,002
264,257,6,0,002
266,257,6,0,002
268,257,6,0,002
270,257,6,0,002
185,258,6,0,002
260,258,6,0,002
186,259,6,0,002
182,270,6,0,002
186,270,6,0,002
181,273,6,0,002
186,273,6,0,002
180,276,6,0,002
186,276,6,0,002
184,278,6,0,002
281,278,6,0,002
245,279,6,0,002
203,287,6,0,002
134,303,6,0,002
228,304,6,0,002
309,309,6,0,002
359,319,6,0,002
93,340,6,0,002
286,341,6,0,002
151,347,6,0,002
247,371,6,0,002
310,379,6,0,002
207,396,6,0,002
196,415,6,0,002
223,33,7,0,002
243,55,7,0,002
206,56,7,0,002
169,77,7,0,002
271,77,7,0,002
284,82,7,0,002
298,87,7,0,002
154,88,7,0,002
171,92,7,0,002
176,123,7,0,002
322,133,7,0,002
122,135,7,0,002
294,167,7,0,002
128,177,7,0,002
175,183,7,0,002
349,184,7,0,002
316,187,7,0,002
94,190,7,0,002
155,191,7,0,002
285,209,7,0,002
327,211,7,0,002
103,217,7,0,002
206,217,7,0,002
207,217,7,0,002
205,219,7,0,002
203,220,7,0,002
205,220,7,0,002
210,221,7,0,002
202,222,7,0,002
209,222,7,0,002
199,223,7,0,002
201,223,7,0,002
207,223,7,0,002
206,224,7,0,002
176,225,7,0,002
199,226,7,0,002
204,226,7,0,002
205,226,7,0,002
360,226,7,0,002
202,227,7,0,002
202,229,7,0,002
332,235,7,0,002
273,236,7,0,002
215,240,7,0,002
131,243,7,0,002
233,243,7,0,002
109,248,7,0,002
273,252,7,0,002
275,252,7,0,002
261,253,7,0,002
263,253,7,0,002
266,253,7,0,002
269,253,7,0,002
273,256,7,0,002
162,257,7,0,002
260,257,7,0,002
263,257,7,0,002
266,257,7,0,002
268,257,7,0,002
270,257,7,0,002
77,258,7,0,002
332,265,7,0,002
182,270,7,0,002
186,270,7,0,002
185,271,7,0,002
262,272,7,0,002
182,273,7,0,002
185,273,7,0,002
297,273,7,0,002
181,275,7,0,002
184,275,7,0,002
181,277,7,0,002
185,277,7,0,002
184,279,7,0,002
220,282,7,0,002
171,290,7,0,002
329,290,7,0,002
168,292,7,0,002
172,292,7,0,002
169,293,7,0,002
173,294,7,0,002
169,295,7,0,002
174,296,7,0,002
170,297,7,0,002
265,299,7,0,002
201,301,7,0,002
123,302,7,0,002
314,309,7,0,002
351,328,7,0,002
285,332,7,0,002
241,350,7,0,002
187,352,7,0,002
151,355,7,0,002
110,357,7,0,002
257,371,7,0,002
293,395,7,0,002
194,414,7,0,002
159,79,8,0,002
290,82,8,0,002
329,116,8,0,002
166,119,8,0,002
176,119,8,0,002
280,123,8,0,002
316,128,8,0,002
107,159,8,0,002
290,173,8,0,002
141,174,8,0,002
350,193,8,0,002
87,201,8,0,002
268,211,8,0,002
205,218,8,0,002
206,218,8,0,002
203,219,8,0,002
204,219,8,0,002
202,220,8,0,002
201,221,8,0,002
199,222,8,0,002
200,222,8,0,002
199,223,8,0,002
208,223,8,0,002
199,224,8,0,002
207,224,8,0,002
326,224,8,0,002
198,225,8,0,002
205,225,8,0,002
207,225,8,0,002
197,226,8,0,002
205,226,8,0,002
123,227,8,0,002
204,227,8,0,002
196,228,8,0,002
204,228,8,0,002
196,229,8,0,002
202,229,8,0,002
203,229,8,0,002
204,229,8,0,002
170,230,8,0,002
202,230,8,0,002
201,231,8,0,002
201,232,8,0,002
362,238,8,0,002
222,241,8,0,002
271,243,8,0,002
80,251,8,0,002
184,263,8,0,002
190,264,8,0,002
184,265,8,0,002
301,266,8,0,002
148,267,8,0,002
182,267,8,0,002
189,267,8,0,002
188,269,8,0,002
182,270,8,0,002
188,270,8,0,002
182,271,8,0,002
187,271,8,0,002
180,274,8,0,002
186,274,8,0,002
180,276,8,0,002
186,277,8,0,002
179,278,8,0,002
185,278,8,0,002
178,280,8,0,002
185,280,8,0,002
184,281,8,0,002
183,282,8,0,002
169,286,8,0,002
170,286,8,0,002
212,286,8,0,002
170,287,8,0,002
171,288,8,0,002
165,289,8,0,002
165,290,8,0,002
172,290,8,0,002
166,292,8,0,002
166,293,8,0,002
174,293,8,0,002
168,295,8,0,002
126,296,8,0,002
168,296,8,0,002
175,296,8,0,002
169,298,8,0,002
176,298,8,0,002
170,299,8,0,002
177,299,8,0,002
170,300,8,0,002
178,301,8,0,002
171,302,8,0,002
171,303,8,0,002
293,303,8,0,002
179,304,8,0,002
355,304,8,0,002
173,305,8,0,002
180,306,8,0,002
174,307,8,0,002
181,308,8,0,002
175,309,8,0,002
176,310,8,0,002
245,312,8,0,002
306,327,8,0,002
135,344,8,0,002
223,352,8,0,002
325,362,8,0,002
175,364,8,0,002
272,368,8,0,002
234,377,8,0,002
141,393,8,0,002
215,413,8,0,002
220,37,9,0,002
244,53,9,0,002
199,61,9,0,002
281,68,9,0,002
144,81,9,0,002
164,85,9,0,002
291,86,9,0,002
282,96,9,0,002
159,103,9,0,002
222,113,9,0,002
321,134,9,0,002
114,136,9,0,002
295,168,9,0,002
151,171,9,0,002
316,202,9,0,002
356,209,9,0,002
162,211,9,0,002
202,222,9,0,002
201,223,9,0,002
268,223,9,0,002
199,225,9,0,002
204,225,9,0,002
197,227,9,0,002
202,227,9,0,002
201,229,9,0,002
196,230,9,0,002
195,231,9,0,002
200,231,9,0,002
199,234,9,0,002
337,236,9,0,002
80,238,9,0,002
151,240,9,0,002
110,242,9,0,002
234,242,9,0,002
202,246,9,0,002
189,258,9,0,002
187,259,9,0,002
186,260,9,0,002
187,260,9,0,002
186,261,9,0,002
192,261,9,0,002
195,261,9,0,002
197,261,9,0,002
201,261,9,0,002
191,262,9,0,002
204,262,9,0,002
186,263,9,0,002
190,263,9,0,002
207,263,9,0,002
193,264,9,0,002
208,264,9,0,002
185,265,9,0,002
195,265,9,0,002
200,265,9,0,002
203,265,9,0,002
210,265,9,0,002
189,266,9,0,002
204,266,9,0,002
207,267,9,0,002
282,267,9,0,002
168,285,9,0,002
165,286,9,0,002
165,287,9,0,002
168,287,9,0,002
165,288,9,0,002
165,289,9,0,002
169,289,9,0,002
337,290,9,0,002
293,292,9,0,002
136,294,9,0,002
211,294,9,0,002
231,295,9,0,002
174,299,9,0,002
177,300,9,0,002
173,301,9,0,002
173,302,9,0,002
177,302,9,0,002
355,303,9,0,002
173,304,9,0,002
178,304,9,0,002
174,306,9,0,002
179,306,9,0,002
176,308,9,0,002
286,339,9,0,002
105,359,9,0,002
240,360,9,0,002
176,362,9,0,002
212,414,9,0,002
148,79,10,0,002
284,80,10,0,002
162,87,10,0,002
295,90,10,0,002
319,127,10,0,002
122,131,10,0,002
293,166,10,0,002
267,172,10,0,002
271,172,10,0,002
267,174,10,0,002
271,174,10,0,002
267,175,10,0,002
271,176,10,0,002
268,177,10,0,002
268,178,10,0,002
272,178,10,0,002
268,180,10,0,002
272,181,10,0,002
268,182,10,0,002
272,183,10,0,002
141,184,10,0,002
267,184,10,0,002
271,185,10,0,002
350,188,10,0,002
90,200,10,0,002
179,203,10,0,002
318,203,10,0,002
117,230,10,0,002
236,239,10,0,002
341,239,10,0,002
209,242,10,0,002
153,245,10,0,002
194,246,10,0,002
190,247,10,0,002
194,247,10,0,002
272,247,10,0,002
194,248,10,0,002
190,249,10,0,002
105,250,10,0,002
190,250,10,0,002
194,250,10,0,002
190,251,10,0,002
189,252,10,0,002
193,252,10,0,002
189,253,10,0,002
367,253,10,0,002
194,254,10,0,002
301,254,10,0,002
189,255,10,0,002
194,255,10,0,002
188,256,10,0,002
194,256,10,0,002
187,257,10,0,002
194,257,10,0,002
80,258,10,0,002
188,258,10,0,002
194,259,10,0,002
193,260,10,0,002
188,261,10,0,002
197,261,10,0,002
199,261,10,0,002
200,261,10,0,002
202,261,10,0,002
204,262,10,0,002
206,263,10,0,002
207,263,10,0,002
208,264,10,0,002
196,265,10,0,002
197,265,10,0,002
198,265,10,0,002
199,265,10,0,002
201,265,10,0,002
209,265,10,0,002
210,265,10,0,002
203,266,10,0,002
205,267,10,0,002
212,267,10,0,002
206,268,10,0,002
213,268,10,0,002
207,269,10,0,002
211,271,10,0,002
214,271,10,0,002
329,281,10,0,002
133,293,10,0,002
211,294,10,0,002
298,299,10,0,002
284,330,10,0,002
141,336,10,0,002
341,339,10,0,002
180,346,10,0,002
98,350,10,0,002
246,365,10,0,002
178,409,10,0,002
217,410,10,0,002
222,38,11,0,002
243,54,11,0,002
199,57,11,0,002
271,74,11,0,002
150,78,11,0,002
288,84,11,0,002
173,85,11,0,002
159,88,11,0,002
299,88,11,0,002
281,116,11,0,002
178,121,11,0,002
212,128,11,0,002
323,133,11,0,002
110,147,11,0,002
213,159,11,0,002
299,176,11,0,002
136,178,11,0,002
268,181,11,0,002
272,181,11,0,002
267,184,11,0,002
271,184,11,0,002
271,185,11,0,002
265,186,11,0,002
263,187,11,0,002
270,187,11,0,002
262,188,11,0,002
268,188,11,0,002
260,189,11,0,002
267,189,11,0,002
260,191,11,0,002
265,191,11,0,002
262,192,11,0,002
188,204,11,0,002
84,220,11,0,002
209,225,11,0,002
332,226,11,0,002
239,228,11,0,002
116,230,11,0,002
159,232,11,0,002
359,232,11,0,002
275,233,11,0,002
216,245,11,0,002
303,251,11,0,002
189,253,11,0,002
194,253,11,0,002
194,254,11,0,002
189,255,11,0,002
189,256,11,0,002
194,256,11,0,002
189,257,11,0,002
194,257,11,0,002
101,262,11,0,002
166,282,11,0,002
275,284,11,0,002
164,285,11,0,002
168,285,11,0,002
168,287,11,0,002
76,290,11,0,002
136,296,11,0,002
218,298,11,0,002
314,299,11,0,002
89,329,11,0,002
135,332,11,0,002
336,354,11,0,002
174,357,11,0,002
260,357,11,0,002
110,365,11,0,002
159,403,11,0,002
262,410,11,0,002
276,67,12,0,002
150,77,12,0,002
299,77,12,0,002
160,85,12,0,002
290,89,12,0,002
156,97,12,0,002
327,116,12,0,002
324,134,12,0,002
206,142,12,0,002
115,143,12,0,002
240,159,12,0,002
207,168,12,0,002
309,178,12,0,002
136,185,12,0,002
265,186,12,0,002
263,187,12,0,002
261,188,12,0,002
260,189,12,0,002
267,190,12,0,002
263,191,12,0,002
264,191,12,0,002
266,192,12,0,002
87,199,12,0,002
176,204,12,0,002
359,211,12,0,002
97,214,12,0,002
262,216,12,0,002
339,217,12,0,002
192,229,12,0,002
194,229,12,0,002
192,230,12,0,002
194,230,12,0,002
191,232,12,0,002
198,232,12,0,002
199,232,12,0,002
359,232,12,0,002
198,233,12,0,002
198,234,12,0,002
190,235,12,0,002
197,235,12,0,002
198,235,12,0,002
190,236,12,0,002
189,237,12,0,002
190,237,12,0,002
196,238,12,0,002
189,239,12,0,002
196,239,12,0,002
238,239,12,0,002
189,240,12,0,002
195,241,12,0,002
195,242,12,0,002
189,243,12,0,002
195,243,12,0,002
217,243,12,0,002
271,245,12,0,002
157,249,12,0,002
115,250,12,0,002
77,259,12,0,002
329,262,12,0,002
290,263,12,0,002
167,281,12,0,002
169,281,12,0,002
170,281,12,0,002
171,281,12,0,002
173,282,12,0,002
174,283,12,0,002
175,283,12,0,002
176,283,12,0,002
177,283,12,0,002
167,286,12,0,002
168,286,12,0,002
169,286,12,0,002
170,286,12,0,002
171,286,12,0,002
172,286,12,0,002
174,286,12,0,002
175,287,12,0,002
176,288,12,0,002
338,289,12,0,002
268,290,12,0,002
215,294,12,0,002
130,303,12,0,002
284,309,12,0,002
88,326,12,0,002
133,336,12,0,002
169,341,12,0,002
345,341,12,0,002
227,349,12,0,002
272,351,12,0,002
244,378,12,0,002
156,403,12,0,002
268,405,12,0,002
285,82,13,0,002
161,89,13,0,002
277,119,13,0,002
324,134,13,0,002
116,136,13,0,002
233,140,13,0,002
207,143,13,0,002
342,168,13,0,002
310,178,13,0,002
131,186,13,0,002
89,194,13,0,002
181,206,13,0,002
106,217,13,0,002
319,219,13,0,002
237,232,13,0,002
207,234,13,0,002
277,234,13,0,002
191,235,13,0,002
148,237,13,0,002
190,237,13,0,002
195,237,13,0,002
189,239,13,0,002
194,239,13,0,002
360,239,13,0,002
189,240,13,0,002
194,241,13,0,002
189,243,13,0,002
194,243,13,0,002
189,245,13,0,002
193,245,13,0,002
192,246,13,0,002
74,265,13,0,002
112,267,13,0,002
332,270,13,0,002
272,276,13,0,002
168,281,13,0,002
169,281,13,0,002
171,281,13,0,002
173,281,13,0,002
176,283,13,0,002
178,285,13,0,002
171,286,13,0,002
174,288,13,0,002
177,289,13,0,002
332,301,13,0,002
297,314,13,0,002
128,315,13,0,002
127,341,13,0,002
173,349,13,0,002
229,349,13,0,002
255,365,13,0,002
154,82,14,0,002
286,82,14,0,002
116,133,14,0,002
323,133,14,0,002
233,138,14,0,002
207,142,14,0,002
167,158,14,0,002
168,159,14,0,002
169,159,14,0,002
248,159,14,0,002
171,160,14,0,002
172,160,14,0,002
166,162,14,0,002
167,162,14,0,002
100,163,14,0,002
169,163,14,0,002
174,164,14,0,002
169,165,14,0,002
174,166,14,0,002
168,167,14,0,002
200,167,14,0,002
128,168,14,0,002
168,168,14,0,002
173,168,14,0,002
167,169,14,0,002
173,170,14,0,002
166,171,14,0,002
172,171,14,0,002
173,171,14,0,002
165,172,14,0,002
172,173,14,0,002
171,174,14,0,002
170,176,14,0,002
303,179,14,0,002
112,191,14,0,002
352,197,14,0,002
153,204,14,0,002
258,212,14,0,002
329,220,14,0,002
80,230,14,0,002
110,235,14,0,002
210,239,14,0,002
237,239,14,0,002
296,239,14,0,002
156,243,14,0,002
365,245,14,0,002
327,254,14,0,002
143,263,14,0,002
275,265,14,0,002
170,281,14,0,002
173,281,14,0,002
176,283,14,0,002
178,284,14,0,002
170,285,14,0,002
171,285,14,0,002
179,285,14,0,002
173,286,14,0,002
119,287,14,0,002
181,287,14,0,002
174,288,14,0,002
175,289,14,0,002
176,290,14,0,002
182,290,14,0,002
177,291,14,0,002
178,292,14,0,002
178,293,14,0,002
183,293,14,0,002
178,294,14,0,002
178,295,14,0,002
183,295,14,0,002
278,295,14,0,002
183,297,14,0,002
314,300,14,0,002
140,327,14,0,002
286,329,14,0,002
187,336,14,0,002
236,345,14,0,002
163,372,14,0,002
242,377,14,0,002
161,85,15,0,002
287,85,15,0,002
324,136,15,0,002
241,138,15,0,002
199,144,15,0,002
113,150,15,0,002
300,176,15,0,002
176,179,15,0,002
173,180,15,0,002
177,181,15,0,002
178,181,15,0,002
182,182,15,0,002
184,182,15,0,002
188,183,15,0,002
190,183,15,0,002
191,183,15,0,002
192,183,15,0,002
174,186,15,0,002
177,186,15,0,002
349,186,15,0,002
180,187,15,0,002
181,187,15,0,002
182,187,15,0,002
183,187,15,0,002
184,188,15,0,002
185,188,15,0,002
186,188,15,0,002
189,189,15,0,002
191,189,15,0,002
194,189,15,0,002
136,192,15,0,002
88,195,15,0,002
192,211,15,0,002
168,213,15,0,002
324,216,15,0,002
273,217,15,0,002
100,229,15,0,002
361,237,15,0,002
194,243,15,0,002
189,244,15,0,002
189,245,15,0,002
194,245,15,0,002
195,245,15,0,002
189,246,15,0,002
195,247,15,0,002
195,248,15,0,002
188,249,15,0,002
189,250,15,0,002
195,250,15,0,002
220,250,15,0,002
189,251,15,0,002
195,251,15,0,002
189,252,15,0,002
195,252,15,0,002
141,253,15,0,002
190,253,15,0,002
287,266,15,0,002
79,268,15,0,002
117,274,15,0,002
334,276,15,0,002
122,303,15,0,002
311,308,15,0,002
158,336,15,0,002
293,347,15,0,002
238,351,15,0,002
177,369,15,0,002
117,372,15,0,002
245,379,15,0,002
209,412,15,0,002
227,41,16,0,002
192,47,16,0,002
250,51,16,0,002
154,68,16,0,002
169,77,16,0,002
280,80,16,0,002
294,80,16,0,002
157,85,16,0,002
284,98,16,0,002
206,124,16,0,002
242,130,16,0,002
329,141,16,0,002
110,148,16,0,002
196,163,16,0,002
262,166,16,0,002
171,174,16,0,002
164,176,16,0,002
170,176,16,0,002
164,177,16,0,002
171,177,16,0,002
173,178,16,0,002
174,179,16,0,002
176,179,16,0,002
309,179,16,0,002
164,180,16,0,002
177,180,16,0,002
179,180,16,0,002
180,180,16,0,002
127,181,16,0,002
164,181,16,0,002
181,181,16,0,002
182,181,16,0,002
183,181,16,0,002
184,181,16,0,002
187,181,16,0,002
166,183,16,0,002
167,184,16,0,002
168,184,16,0,002
169,184,16,0,002
170,186,16,0,002
172,186,16,0,002
173,187,16,0,002
175,187,16,0,002
176,187,16,0,002
177,187,16,0,002
178,187,16,0,002
173,188,16,0,002
179,188,16,0,002
181,188,16,0,002
182,189,16,0,002
90,201,16,0,002
165,208,16,0,002
336,211,16,0,002
304,219,16,0,002
117,225,16,0,002
363,230,16,0,002
236,236,16,0,002
329,239,16,0,002
210,240,16,0,002
99,258,16,0,002
168,261,16,0,002
276,269,16,0,002
309,278,16,0,002
133,298,16,0,002
321,313,16,0,002
87,320,16,0,002
125,328,16,0,002
349,334,16,0,002
177,340,16,0,002
262,345,16,0,002
293,359,16,0,002
167,376,16,0,002
243,379,16,0,002
288,402,16,0,002
226,410,16,0,002
189,415,16,0,002
288,84,17,0,002
154,86,17,0,002
241,122,17,0,002
205,125,17,0,002
325,127,17,0,002
122,135,17,0,002
188,155,17,0,002
255,161,17,0,002
232,163,17,0,002
228,164,17,0,002
227,165,17,0,002
231,165,17,0,002
227,166,17,0,002
231,166,17,0,002
227,167,17,0,002
232,167,17,0,002
227,168,17,0,002
230,168,17,0,002
231,169,17,0,002
98,170,17,0,002
231,170,17,0,002
231,171,17,0,002
170,179,17,0,002
171,179,17,0,002
172,179,17,0,002
173,179,17,0,002
174,180,17,0,002
176,180,17,0,002
177,180,17,0,002
173,181,17,0,002
178,181,17,0,002
179,181,17,0,002
308,181,17,0,002
350,183,17,0,002
170,185,17,0,002
171,185,17,0,002
172,185,17,0,002
173,185,17,0,002
174,185,17,0,002
175,185,17,0,002
178,186,17,0,002
179,186,17,0,002
181,186,17,0,002
182,186,17,0,002
171,208,17,0,002
117,209,17,0,002
279,217,17,0,002
311,224,17,0,002
204,229,17,0,002
238,233,17,0,002
77,246,17,0,002
196,250,17,0,002
364,251,17,0,002
196,252,17,0,002
220,252,17,0,002
191,253,17,0,002
197,253,17,0,002
191,254,17,0,002
192,255,17,0,002
199,255,17,0,002
193,256,17,0,002
200,256,17,0,002
194,257,17,0,002
200,257,17,0,002
116,258,17,0,002
194,258,17,0,002
201,258,17,0,002
196,260,17,0,002
193,261,17,0,002
196,261,17,0,002
326,262,17,0,002
130,285,17,0,002
174,286,17,0,002
312,298,17,0,002
85,324,17,0,002
163,344,17,0,002
258,346,17,0,002
329,362,17,0,002
184,372,17,0,002
253,378,17,0,002
148,398,17,0,002
259,410,17,0,002
220,39,18,0,002
183,50,18,0,002
257,50,18,0,002
160,84,18,0,002
290,84,18,0,002
329,123,18,0,002
207,133,18,0,002
173,141,18,0,002
248,143,18,0,002
114,149,18,0,002
342,155,18,0,002
206,161,18,0,002
312,178,18,0,002
118,189,18,0,002
169,194,18,0,002
354,197,18,0,002
327,209,18,0,002
136,215,18,0,002
278,225,18,0,002
78,234,18,0,002
231,237,18,0,002
206,240,18,0,002
324,245,18,0,002
144,253,18,0,002
364,254,18,0,002
105,256,18,0,002
198,257,18,0,002
199,257,18,0,002
193,258,18,0,002
194,258,18,0,002
200,258,18,0,002
195,259,18,0,002
196,259,18,0,002
200,259,18,0,002
196,260,18,0,002
201,260,18,0,002
196,261,18,0,002
196,262,18,0,002
201,262,18,0,002
197,263,18,0,002
279,263,18,0,002
332,273,18,0,002
260,280,18,0,002
263,280,18,0,002
263,281,18,0,002
256,283,18,0,002
265,283,18,0,002
258,285,18,0,002
266,285,18,0,002
266,286,18,0,002
260,288,18,0,002
267,288,18,0,002
261,290,18,0,002
268,290,18,0,002
114,291,18,0,002
157,291,18,0,002
260,292,18,0,002
268,292,18,0,002
268,293,18,0,002
259,294,18,0,002
266,294,18,0,002
258,295,18,0,002
265,295,18,0,002
221,296,18,0,002
257,296,18,0,002
264,296,18,0,002
263,298,18,0,002
255,299,18,0,002
262,299,18,0,002
261,300,18,0,002
260,302,18,0,002
260,304,18,0,002
258,305,18,0,002
311,306,18,0,002
